_id,title,url,pub_date,price,area
ObjectId(585b8c1e2514972b6c5cf3b8),【3图】苹果笔记本电脑-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2457531511x.htm,12-02,3500,"["" 北京"",""房山"",""良乡""]"
ObjectId(585b8c1e2514972708f21426),【15图】迎元旦大降价W530W520W510W500原装正品诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2470766296x.htm,12-12,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c1e2514972708f21427),【转让海淀一般纳税人商贸公司十万元版】-北京二手戴尔笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2463791220x.htm,12-13,66,"["" 北京"",""丰台""]"
ObjectId(585b8c1e2514971a24fafb84),【图】笔记本电脑内存 ddr2 现代 1g-北京二手内存-赶集网,http://bj.ganji.com/ershoubijibendiannao/2439529683x.htm,11-25,25,"["" 北京"",""朝阳"",""亚运村""]"
ObjectId(585b8c1e2514971b044baefa),【15图】迎元旦大降价X1cX240X230X220X201X200-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2478165139x.htm,12-17,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c1f2514972b6c5cf3b9),【15图】双十二大降价全系列IBMT440T430T420T410-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456881285x.htm,12-02,4688,"["" 北京"",""朝阳""]"
ObjectId(585b8c202514971b044baefb),【15图】迎元旦大降价T440T430T420T410T400T60-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2561060081x.htm,12-17,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c202514971a24fafb85),【15图】双十一大降价苹果Pro+Air笔记本原装正品苹果全系列-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2445655465x.htm,11-24,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c202514972708f21428),【转延庆一般纳税人商贸科技公司十万元版】-北京二手戴尔笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2471912719x.htm,12-13,123,"["" 北京"",""丰台""]"
ObjectId(585b8c212514972b6c5cf3ba),【15图】双十二大降价苹果Pro+Air笔记本原装正品苹果全系列-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2474312879x.htm,12-02,4688,"["" 北京"",""朝阳""]"
ObjectId(585b8c212514972708f21429),【图】缅甸维加斯笔记本出售-北京二手无线网卡-赶集网,http://bj.ganji.com/ershoubijibendiannao/2460937761x.htm,12-10,850,"["" 北京"",""宣武""]"
ObjectId(585b8c212514971b044baefc),【15图】迎元旦大降价W530W520W510W500原装正品诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2470010565x.htm,12-17,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c212514971a24fafb86),【15图】双十一大降价X1cX240X230X220X201X200-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2445649942x.htm,11-24,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c222514972b6c5cf3bb),【15图】双十二大降价X1cX240X230X220X201X200-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456873536x.htm,12-02,3688,"["" 北京"",""朝阳""]"
ObjectId(585b8c232514971a24fafb87),【15图】双十一大降价T440T430T420T410T400T60-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2437499325x.htm,11-24,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c232514971b044baefd),【15图】迎元旦大降价苹果Pro+Air笔记本原装正品苹果全系列-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2561050859x.htm,12-17,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c232514972708f2142a),【4图】个人闲置索尼 笔记本电脑-北京二手索尼笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2468729872x.htm,12-10,600,"["" 北京"",""海淀"",""北大清华""]"
ObjectId(585b8c242514972b6c5cf3bc),【14图】双十二大降价T440T430T420T410T400T60-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2448718971x.htm,12-02,3688,"["" 北京"",""朝阳""]"
ObjectId(585b8c252514972708f2142b),【15图】迎元旦大降价苹果Pro+Air笔记本原装正品苹果全系列-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2460326829x.htm,12-10,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c252514971a24fafb88),【15图】双十一大降价W530W520W510W500原装正品诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2437497660x.htm,11-24,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c252514972b6c5cf3bd),【15图】双十二大降价W530W520W510W500原装正品诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456867218x.htm,12-02,4288,"["" 北京"",""朝阳""]"
ObjectId(585b8c252514971b044baefe),【15图】迎元旦大降价IBM X240X230X220X201全系列-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2561039882x.htm,12-17,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c252514972b6c5cf3be),【15图】双十二大降价W530W520W510W500原装正品诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2474301068x.htm,12-02,4288,"["" 北京"",""朝阳""]"
ObjectId(585b8c262514971b044baeff),【15图】迎元旦大降价W540W530W520W510全系列诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2478139381x.htm,12-17,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c262514971a24fafb89),【15图】双十一大降价W540W530W520W510全系列诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2463017399x.htm,11-24,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c262514972708f2142c),【15图】迎元旦大降价X1cX240X230X220X201X200-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2460324504x.htm,12-10,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c262514972b6c5cf3bf),【转顺义一般纳税人商贸公司十万元版】-北京二手戴尔笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2453400954x.htm,12-05,668,"["" 北京"",""朝阳"",""亚运村""]"
ObjectId(585b8c262514971b044baf00),【15图】迎元旦大降价原装正品15年老店诚信经营苹果PRO+AIR小白-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2478133642x.htm,12-17,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c262514971a24fafb8a),【15图】双十一大降价原装正品15年老店诚信经营苹果PRO+AIR小白-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2437426803x.htm,11-24,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c272514972708f2142d),【15图】迎元旦大降价T440T430T420T410T400T60-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2460321219x.htm,12-10,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c272514972b6c5cf3c0),【7图】高德热成像 -北京二手笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2448039753x.htm,12-02,10000,"["" 北京"",""顺义"",""后沙峪""]"
ObjectId(585b8c272514971b044baf01),【15图】迎元旦大降价全系列IBMT440T430T420T410-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2561015009x.htm,12-17,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c282514972708f2142e),【15图】迎元旦大降价W530W520W510W500原装正品诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2468465176x.htm,12-10,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c282514971a24fafb8b),【2图】年底广告公司设计用一批高配笔记本性能稳定速度快转急急-北京二手联想笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2340658126x.htm,12-22,300,"["" 北京"",""丰台"",""草桥""]"
ObjectId(585b8c282514971b044baf02),【2图】我的惠普笔记本-北京二手笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2561767382x.htm,12-17,800,"["" 北京"",""海淀"",""牡丹园""]"
ObjectId(585b8c282514972b6c5cf3c1),【3图】出售小麦3笔记本-北京二手笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2448025641x.htm,12-01,1300,"["" 北京"",""昌平"",""沙河""]"
ObjectId(585b8c282514971a24fafb8c),【4图】转让1台11寸笔记本-北京二手三星笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2431694829x.htm,11-20,300,"["" 北京"",""海淀"",""西北旺""]"
ObjectId(585b8c282514972b6c5cf3c2),【图】自家全新的戴尔原装笔记本电源19.5伏的-北京二手电源适配器-赶集网,http://bj.ganji.com/ershoubijibendiannao/2447986383x.htm,12-01,80,"["" 北京"",""大兴""]"
ObjectId(585b8c292514971b044baf03),【图】公司换下几台联想E46L笔记本处理-北京二手联想笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2477906461x.htm,12-17,550,"["" 北京"",""海淀"",""清河""]"
ObjectId(585b8c292514971a24fafb8d),【8图】惠普傲慢游戏本帖子有鲁大师可以当面验货外地可以快递-北京二手惠普二手笔记本-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456463044x.htm,11-19,2800,"["" 北京"",""海淀"",""北大清华""]"
ObjectId(585b8c292514972708f2142f),【15图】迎元旦大降价IBM X240X230X220X201全系列-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2485889594x.htm,12-10,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c292514971b044baf04),【图】转让联想Z370/高端粉色经典笔记本-北京二手联想笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2469749331x.htm,12-17,880,"["" 北京"",""海淀"",""清河""]"
ObjectId(585b8c2a2514972708f21430),【15图】迎元旦大降价W540W530W520W510全系列诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2460301239x.htm,12-10,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c2a2514971a24fafb8e),【15图】双十一大降价X1cX240X230X220X201X200-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456062520x.htm,11-19,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c2a2514971b044baf05),【图】转让九成新新科派高端上网本-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2560787588x.htm,12-17,450,"["" 北京"",""海淀"",""清河""]"
ObjectId(585b8c2a2514972708f21431),【15图】迎元旦大降价原装正品15年老店诚信经营苹果PRO+AIR小白-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2460299148x.htm,12-10,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c2a2514971b044baf06),【图】转让富士通经典高端笔记本-北京二手富士通笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2560780991x.htm,12-17,880,"["" 北京"",""海淀"",""清河""]"
ObjectId(585b8c2a2514971a24fafb8f),【15图】双十一大降价T440T430T420T410T400T60-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2438635093x.htm,11-19,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c2a2514972b6c5cf3c3),【转延庆上月商贸一般纳税人商贸公司十万元版】-北京二手戴尔笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2474868299x.htm,12-02,12,"["" 北京"",""朝阳""]"
ObjectId(585b8c2c2514971b044baf07),【2图】年底广告公司设计用一批高配笔记本性能稳定速度快转急急-北京二手联想笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2340658126x.htm,12-22,300,"["" 北京"",""丰台"",""草桥""]"
ObjectId(585b8c2c2514972708f21432),【15图】迎元旦大降价全系列IBMT440T430T420T410-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2468443309x.htm,12-10,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c2d2514971a24fafb90),【15图】双十一大降价W530W520W510W500原装正品诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456055818x.htm,11-19,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c2d2514971b044baf08),【5图】Dell 高配笔记本-北京二手戴尔笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2468609679x.htm,12-16,1250,"["" 北京"",""海淀"",""知春路""]"
ObjectId(585b8c2d2514972b6c5cf3c4),【2图】年底广告公司设计用一批高配笔记本性能稳定速度快转急急-北京二手联想笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2340658126x.htm,12-22,300,"["" 北京"",""丰台"",""草桥""]"
ObjectId(585b8c2d2514972b6c5cf3c5),【6图】本是个人诚出只能选商家dell酷睿四核独显500G-北京二手戴尔笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2447486772x.htm,12-01,1000,"["" 北京"",""昌平"",""立水桥""]"
ObjectId(585b8c2e2514971a24fafb91),【15图】双十一大降价苹果Pro+Air笔记本原装正品苹果全系列-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2438627293x.htm,11-19,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c2e2514971b044baf09),【7图】全新8寸高清屏幕小平板便宜实用诚转出-北京二手爱国者平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2476751263x.htm,12-16,280,"["" 北京"",""昌平"",""立水桥""]"
ObjectId(585b8c2e2514972708f21433),"【图】苹果MF839,MF865,MD711笔记本-北京二手苹果笔记本电脑-赶集网",http://bj.ganji.com/ershoubijibendiannao/2460386361x.htm,12-10,25630,"["" 北京"",""丰台"",""右安门""]"
ObjectId(585b8c2f2514972b6c5cf3c6),【转让自用限制笔记本硬盘1个】-北京二手其他笔记本配件-赶集网,http://bj.ganji.com/ershoubijibendiannao/2461640884x.htm,12-05,120,"["" 北京"",""海淀"",""人民大学""]"
ObjectId(585b8c2f2514971b044baf0a),【7图】雷神911T1帖子有鲁大师检测图同城面交-北京二手二手笔记本-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456459951x.htm,12-16,2500,"["" 北京"",""海淀"",""北大清华""]"
ObjectId(585b8c302514972708f21434),【3图】转让两个自用背包-北京二手电脑包-赶集网,http://bj.ganji.com/ershoubijibendiannao/2452281447x.htm,12-05,50,"["" 北京"",""朝阳"",""双井""]"
ObjectId(585b8c302514971b044baf0b),【2图】自用笔记本低价转-北京二手笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2561088203x.htm,12-17,350,"["" 北京"",""昌平"",""回龙观""]"
ObjectId(585b8c302514971a24fafb92),【15图】双十一大降价W540W530W520W510全系列诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2438621746x.htm,11-19,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c302514971b044baf0c),【2图】无线电话搬家方便 电信无线座机固话安装 大灵通优惠-北京二手其他品牌平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2438373421x.htm,11-19,350,"["" 北京"",""丰台"",""石榴庄""]"
ObjectId(585b8c302514972708f21435),【ipad air2 128G】-北京二手iPad平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2470779184x.htm,12-12,2800,"["" 北京"",""西城""]"
ObjectId(585b8c312514972b6c5cf3c7),【2图】北京010无线座机 企业商话固话大灵通400电话-北京二手其他品牌平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2445915093x.htm,11-30,350,"["" 北京"",""密云"",""北庄""]"
ObjectId(585b8c332514971a24fafb93),【15图】双十一大降价原装正品15年老店诚信经营苹果PRO+AIR小白-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456039906x.htm,11-19,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c332514972708f21436),【2图】二手海尔笔记本-北京二手海尔笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2458725726x.htm,12-09,1300,"["" 北京"",""大兴"",""海子角""]"
ObjectId(585b8c332514971b044baf0d),【15图】双十一大降价全系列IBMT440T430T420T410-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2430475839x.htm,11-19,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c332514972b6c5cf3c8),【2图】010无线座机北京电话靓号大灵通固话企业商话办理-北京二手其他品牌平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2471492669x.htm,11-30,350,"["" 北京"",""密云"",""太师屯""]"
ObjectId(585b8c342514971a24fafb94),【15图】双十一大降价IBM X240X230X220X201全系列-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2438609335x.htm,11-19,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c342514971b044baf0e),【2图】DDR3笔记本2G内存3条-北京二手笔记本配件-赶集网,http://bj.ganji.com/ershoubijibendiannao/2455997819x.htm,11-19,100,"["" 北京"",""海淀"",""西北旺""]"
ObjectId(585b8c342514972b6c5cf3c9),"【4图】个人自用笔记本电脑,低价出手了-北京二手三星笔记本电脑-赶集网",http://bj.ganji.com/ershoubijibendiannao/2454274387x.htm,11-30,400,"["" 北京"",""昌平"",""立水桥""]"
ObjectId(585b8c342514972708f21437),【自用苹果ipad mini 1代】-北京二手平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2471328931x.htm,12-12,800,"["" 北京"",""东城"",""北京站""]"
ObjectId(585b8c352514971b044baf0f),【图】转让联想Z370/高端粉色经典笔记本-北京二手联想笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2437953325x.htm,11-19,900,"["" 北京"",""海淀"",""清河""]"
ObjectId(585b8c352514971a24fafb95),【4图】个人低价转让闲置宏基电脑笔记本-北京二手宏基笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2430892362x.htm,11-19,500,"["" 北京"",""朝阳"",""常营""]"
ObjectId(585b8c352514972b6c5cf3ca),【3图】iPad屏幕碎了(9寸的)-北京二手iPad平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2473467968x.htm,12-01,120,"["" 北京"",""石景山"",""苹果园""]"
ObjectId(585b8c352514972708f21438),【图】全新电脑包14寸-北京二手笔记本配件-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456544018x.htm,12-07,60,"["" 北京"",""丰台"",""洋桥""]"
ObjectId(585b8c352514971b044baf10),【图】转让九成新大品牌索尼21311T高端上网本-北京二手索尼笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2437940080x.htm,11-19,500,"["" 北京"",""海淀"",""清河""]"
ObjectId(585b8c352514972b6c5cf3cb),【8图】便携式商务笔记本-北京二手联想笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2445902127x.htm,11-30,880,"["" 北京"",""东城"",""建国门""]"
ObjectId(585b8c352514971a24fafb96),【9图】戴尔飞匣转让新买的-北京二手戴尔笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2437803850x.htm,11-19,3000,"["" 北京"",""丰台"",""看丹桥""]"
ObjectId(585b8c352514972b6c5cf3cc),【2图】北京无线座机可收发短信 无线电话 电信无线商话靓号-北京二手其他平板电脑配件-赶集网,http://bj.ganji.com/ershoubijibendiannao/2453557855x.htm,11-30,350,"["" 北京"",""通州"",""漷县""]"
ObjectId(585b8c362514971b044baf11),【2图】电信无线固话无月租办理 天翼无绳座机安装 大灵通送-北京二手其他品牌平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2437474774x.htm,11-18,350,"["" 北京"",""房山"",""良乡""]"
ObjectId(585b8c362514972b6c5cf3cd),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2470977425x.htm,,,[]
ObjectId(585b8c362514972708f21439),【15图】迎元旦大降价IBM X240X230X220X201全系列-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2456067282x.htm,12-07,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c362514971b044baf12),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2427910056x.htm,,,[]
ObjectId(585b8c362514972b6c5cf3ce),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2445391389x.htm,,,[]
ObjectId(585b8c362514971a24fafb97),【8图】笔记本平板PC二合一出售换购5s或者r9-北京二手笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2431749624x.htm,11-20,1850,"["" 北京"",""通州"",""次渠""]"
ObjectId(585b8c362514971b044baf13),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2436054874x.htm,,,[]
ObjectId(585b8c362514972708f2143a),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2456055777x.htm,,,[]
ObjectId(585b8c362514971a24fafb98),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2429813718x.htm,,,[]
ObjectId(585b8c362514972b6c5cf3cf),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2445388038x.htm,,,[]
ObjectId(585b8c362514972708f2143b),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2456052762x.htm,,,[]
ObjectId(585b8c362514971b044baf14),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2453439266x.htm,,,[]
ObjectId(585b8c362514971a24fafb99),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2455371860x.htm,,,[]
ObjectId(585b8c362514972b6c5cf3d0),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2455400692x.htm,,,[]
ObjectId(585b8c362514972708f2143c),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2481629225x.htm,,,[]
ObjectId(585b8c362514971b044baf15),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2454932516x.htm,,,[]
ObjectId(585b8c362514971a24fafb9a),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2389751104x.htm,,,[]
ObjectId(585b8c362514972b6c5cf3d1),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2447246112x.htm,,,[]
ObjectId(585b8c372514972708f2143d),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2481571001x.htm,,,[]
ObjectId(585b8c372514971b044baf16),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2260206625x.htm,,,[]
ObjectId(585b8c372514972b6c5cf3d2),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2447239005x.htm,,,[]
ObjectId(585b8c372514972708f2143e),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2340658126x.htm,,,[]
ObjectId(585b8c372514971a24fafb9b),æºå¨äººç¡®è®¤,http://bj.ganji.com/ershoubijibendiannao/2439494146x.htm,,,[]
ObjectId(585b8c372514971b044baf17),【21寸清华同方】-北京二手笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2429417787x.htm,11-18,2000,"["" 北京"",""北京周边"",""其他""]"
ObjectId(585b8c382514972708f2143f),【15图】迎元旦大降价T440T430T420T410T400T60-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2455982364x.htm,12-07,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c382514972b6c5cf3d3),【15图】双十一大降价苹果Pro+Air笔记本原装正品苹果全系列-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2423408317x.htm,11-09,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c382514971a24fafb9c),【2图】苹果平板mini4-北京二手iPad平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2429559408x.htm,11-18,2400,"["" 北京"",""""]"
ObjectId(585b8c382514971b044baf18),【转东城大所一般纳税人商贸公司十万元版】-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2429005194x.htm,11-18,6,"["" 北京"",""东城""]"
ObjectId(585b8c392514971b044baf19),【5图】7寸三星p1000平板电脑能打电话-北京二手三星平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2435816212x.htm,11-17,300,"["" 北京"",""通州"",""果园""]"
ObjectId(585b8c392514972b6c5cf3d4),【15图】双十一大降价W540W530W520W510全系列诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2415247647x.htm,11-09,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c392514972708f21440),【15图】迎元旦大降价W530W520W510W500原装正品诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2455980330x.htm,12-07,4288,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c392514971a24fafb9d),【2图】北京无线座机靓号 无线电话送货 电信大灵通优惠-北京二手笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2437695784x.htm,11-18,350,"["" 北京"",""通州"",""次渠""]"
ObjectId(585b8c392514971b044baf1a),【图】转让苹果笔记本一台13寸4G 128G外观完好没有划痕-北京二手苹果笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2436478492x.htm,11-18,4200,"["" 北京"",""海淀"",""上地""]"
ObjectId(585b8c3a2514971b044baf1b),【15图】双十一大降价W540W530W520W510全系列诚信经营-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2435189863x.htm,11-17,4688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c3a2514972b6c5cf3d5),【15图】双十一大降价全系列IBMT440T430T420T410-北京二手联想ThinkPad笔记本电脑-赶集网,http://bj.ganji.com/ershoubijibendiannao/2439501296x.htm,11-08,3688,"["" 北京"",""朝阳"",""呼家楼""]"
ObjectId(585b8c3a2514971a24fafb9e),【4图】ipadair2-北京二手iPad平板电脑_iPad-赶集网,http://bj.ganji.com/ershoubijibendiannao/2429327181x.htm,11-18,2200,"["" 北京"",""昌平"",""沙河""]"
